wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q36740,Aung San Suu Kyi,Aung San Suu Kyi,female,1945-06-19,11,,,Q23683221,Minister of Foreign Affairs (Myanmar),2016-03-30,Q36740-4457572d-4216-33c1-b7f7-08ce21dc417a
Q36740,Aung San Suu Kyi,Aung San Suu Kyi,female,1945-06-19,11,,,Q23683330,Minister of the President's Office,2016-03-30,Q36740-6ea23bb8-4d76-e658-f149-e71677b30b78
